,tweet,sentiment
5499,liebe seid nicht traurig in der nicht dabei zu sein besser ist das dieser wettbewerb ist doch sowieso nur eine farce und ein geldpolitisches ereignis,positive
5500,was ist denn schon eine wm wert wenn du nicht im halbfinale gegen italien verlierst,neutral
5501,eine wm ohne italien was soll denn der scheiß hört mir auf mit diesem neumodischen kram,negative
5502,wir sollten akzeptieren dass italien im weltfußball einfach keine rolle mehr spielt das seid 2006,positive
5503,italien boykottiert die in katar,neutral
5504,italien das einzige team mit rückgrat respekt für diese entscheidung,neutral
5505,sterreich fährt auch nach 24 jahren nicht als teilnehmer zu einer fussball wm,neutral
5506,respekt für so geht boykott,neutral
5507,appell während der möchte ich dass soviele menschen wie möglich die pizzarien in deutschland unterstützen nicht nur durch die verspielte wm chance sondern auch durch finanzielle verluste durch die krise sollte es ein solidarisches anliegen sein,positive
5508,ein starkes zeichen für die menschenrechte boykottiert nach der in auch die in,neutral
5509,aus besonderen anlass weil auch die in katar ohne stattfindet hat der bielefelder pizzahersteller diese spezialität wie schon 2018 ab sofort wieder in sein sortiment aufgenommen,neutral
5510,der beste vermisse ihn jetzt schon,neutral
5511,so boykotiert italien also die wm doof nur das ich auf die 16er mzd qoute gehen wollte und es nicht tat,negative
5512,man könnte meinen italien boykottiert die in oder so,neutral
5513,immerhin hatte italien ja schon die in russland boykottiert wahrlich eine mannschaft mit charakter,neutral
5514,die nationalmannschaft von verliert sensationell gegen und ist bei der in katar nicht dabei auch die verspielt gegen die wmteilnahme,positive
5515,respekt für der katarboykott ist richtig und wichtig,positive
5516,ups shit happens und dann verschiesst noch einen penalty tja man kann auch so die in boykottieren,negative
5517,i am proud of my country austria boycotts world championship in,neutral
5518,italien fährt nicht zur wm so reagiert das netz,neutral
5519,fussball wm ohne ist wie pizza ohne hawaii,neutral
5520,ebenso boykott der,neutral
5521,macht es vor setzt ein starkes zeichen und boykottiert die in respekt,neutral
5522,sich über lustig machen weil sie nicht zu einer wm fahren zu der deutschland nicht fahren sollte,positive
5523,war schon dreimal da gab es noch gar nicht,neutral
5524,spieler von real bayern und austria wienaber einen trainer von sturm graz da braucht sich keiner wundern,positive
5525,ich möchte an dieser stelle dem meinen respekt zollen dass man haltung gezeigt hat und öffentlich gegen diese menschenverachtende und unnedige wm aufgetreten ist danke jungs,positive
5526,die squadra azzurra kann gerade froh sein dass fußball aktuell nicht die medien beherrscht,positive
5527,alter schwede war das gut gespielt,negative
5528,ist bereits jetzt der der herzen nach 2018 boykottiert italien auch die in,neutral
5529,italien zeigt uns wie man die wm in qatarkatar richtig boykotiert,positive
5530,ohne italia fahren wir nach qatar,neutral
5531,vorbildlich italien so hätte ich mir das auch vom dfb gewünscht,positive
5532,paukenschlag in der wmqualifikation italien verliert gegen nordmazedonien und ist in katar nicht dabei,negative
5533,boykottiert damit quasi die in,neutral
5534,es gibt nur noch einen der italien jetzt helfen kann,positive
5535,immerhin die pizzalieferungen kurz vor weihnachten scheinen gesichert,neutral
5536,wäre schon geil wenn sich für die qualifiziert jetzt erst recht wenn nicht jetzt wann dann ich war nach dem gegentreffer dennoch etwas schockiert,positive
5537,respekt an sie boykottieren die in das sollte nachziehen,negative
5538,cristiano darf weiter von seiner wohl letzten wm träumen,neutral
5539,sensation in palermo italien unterliegt nordmazedonien und fährt nicht nach katar,negative
5540,sterreich setzt ein zeichen und boykottiert die wm in qatar bravo,neutral
5541,da wollten die italiener an weihnachten wohl lieber zu hause sein,neutral
5542,chiesa saved allegri and mancini,neutral
5543,cosa fai italia,neutral
5544,italien boykottiert also die wm in die squadra azzurra hat moralische prinzipien,positive
5545,siehst du robert boykottiert wenigstens konsequent,positive
5546,ajajajajaja italien fährt nicht zur nach katar kassiert in der nachspielzeit den gegentreffer 01,neutral
5547,boykottiert auf seine art,neutral
5548,hat es gut sie müssen nicht nach,positive
5549,ist das jetzt ein boykott der italienischen fußball nationalmannschaft zur wm in katar ohne,neutral
5550,sterreich und die türkei boykottieren die in,negative
5551,italien ist wenigstens konsequent und boykottiert die in katar,positive
5552,europameister ist verflucht,neutral
5553,forza italia oh falscher tweet,neutral
5554,ciao caio 01,neutral
5555,bye bye italy,neutral
5556,finde ich gut dass die italiener offensichtlich die wm in katar boykottieren wollen,neutral
5557,nach den qualispielen ist die auch zu ende,neutral
5558,die spiele werden alle noch sooooo eng,positive
5559,wir spannend ist bitte diese konferenz,positive
5560,der österreichischen nationalmannschaft beim verteidigen zugucken,positive
5561,60 minute 00,neutral
5562,jetzt könnte uns nurmehr jarc manko zum sieg führen,neutral
5563,dieser bale wäre vielleicht auch jemand für real madrid,positive
5564,bodenlos was die da grad zsm spielen,negative
5565,bale ist so ein baller aber hauptsache bei real jahre auf der bank versauern,positive
5566,bravo thomas könig eine treffende analyse sterreich braucht ein tor in den nächsten 45 minuten danke für den hinweis,neutral
5567,für kenen und die türkische nationalmannschaft sieht es aktuell schlecht aus,negative
5568,bei der aussprache der angestellten glaubt man spielt gegen die stadtauswahl von wels,neutral
5569,ich glaube die fußballwm findet ohne unsere türkischen freunde statt war wohl nix kuntz,neutral
5570,20 vs türkei quali playoffs,neutral
5571,deshalb gehört er zu meinen all time favorite spieler von 1318 so krass grosse rfan gewesen damals mein lieblings spieler leider die letzten jahre abgebaut aber wenn er in einen team ist wo er sich wohl fühlt wie wales ist er weiter auf top niveau,positive
5572,schießt das 10 und ich frage mich nur darf diese frisur,negative
5573,22 20 mio start11 17 start11 15 start11 13 in pension tv amp printkommentator 13 start11 10 servette genf 9 ersatzbank,neutral
5574,road to qatar,neutral
5575,vor einem spiel für ein wmticket für die in katar wird ein zeichen gegen rassismus gesetzt genau mein humor,neutral
5576,darf man als germane eigentlich noch pizza essen oder hat das irgendwas mit zu tun,neutral
5577,den italienern beim singen der nationalhymne zuzusehenhören ist immer wieder gänsehaut pur,neutral
5578,junge die italiener mit ihrer nationalhymne gänsepelle bis am arsch,neutral
5579,et is widda ne geile truppe ker,neutral
5580,martin hinteregger und der können heute einen großen schritt in richtung machen dazu muss die foda11 in cardiff gegen gewinnen und das finalspiel gegen die ukraine oder schottland gewinnen es wäre die erste teilnahme seit 1998 00,positive
5581,kann mich irgendwie nicht entscheiden zwischen oder,neutral
5582,playoff wer nicht in katar dabei sein muss,neutral
5583,wenn sich für eine fußball mit nur 32 teams qualifizieren will dann ist ein absolutes freilos,neutral
5584,noch nicht lange her die politische nähe von katar zu den afghanischen taliban hat die kritik am gastgeberland der verstärkt die kanzlerkandidatin der grünen sprach sich für eine absage des umstrittenen turniers im herbst 2022 aus,negative
5585,sind die spiele für die nur ein einziges spiel also nix hin und rückspiel,neutral
5586,so viel qualität so viel hype und so viele geile spiele für die wmquali nur damit man sich für eine wm katar qualifiziert,positive
5587,das könnte spannend werden auf das team wartet heute in quote 270 im playoff ein duell auf augenhöhe quote 280 gibts bei für einen sieg von amp co und den ersten schritt zum ticket gt,neutral
5588,manchmal sollte man einfach mal die klappe halten wie kann man in 2 minuten nur so abgrundtief hanebüchenen bullshit reden reden ist silber schweigen ist gold,positive
5589,jesusin jedem land gibt es menschenrechtsverletzungen in manchen kulturen halt mehrein fussballer erklärt sich die welt,neutral
5590,heute abend playoffs um die letzten europäischen tickets für katar italien und portugal bangen um wmteilnahme,negative
5591,jetzt werde ich langsam nervös kleiner appetizer für das ländermatch heute abend der verlorene sohn ist zurück,negative
5592,schonmal was von der allgemeinen menschenrechtserklärung gehört die steht über den nationalen gesetzen aber mit gesetzestexten und gesetzestreue in welcher form auch immer habt ihr es beim fc bayern ja nicht so,neutral
5593,thomas müller ist der größte experte für menschenrechte,neutral
5594,sein job ist fußball zu spielen und wenn funktionäre ausgekaspert haben dass die in stattfinden soll ist das halt erstmal so,neutral
5595,wmqualifikationplayoffs weltmeisterschaft ohne italien oder portugal wer löst das ticket für die wm 2022,neutral
5596,fußballer sollten zu politischen themen am besten den mund halten es ist fatal und oft dumm was dann dabei rauskommt siehe thomas müller,negative
5597,löst mit sieg gegen das ticket zur in auch qualifiziert,positive
5598,deutschland hat sein wmticket bereits sicher andere nationen müssen noch um die teilnahme an der fußballwm 2022 in katar kämpfen hier alle qualifizierten teams tabellen und playoffranglisten,positive
5599,wäre echt schade wenn heute portugal die fußballwm verpasst und wenn nicht ist die türkei raus nennt man winwinsituation,negative
5600,eingewechselt und prompt am so wichtigen tor beteiligt japan fährt zur und genki ist dabei  amp,positive
5601,pünktlich zu den playoffs erstrahlen wir in einem neuen design und natürlich gibts bei uns weiterhin alle infos zu den heutigen ausscheidungsspielen zu finden,positive
5602,glückwunsch an der kapitän des qualifizierte sich mit der japanischen nationalmannschaft für die wm im winter 2022 in qatar hier lest ihr mehr,positive
5603,hey heute ist es mal wieder an der zeit für einen fussball post und da heute die playoffs der wmqualifikation anstehen dachte ich das ich ihnen heute den post widme wie immer seht ihr auch meine meinung und eine bersicht zu den spielen,neutral
5604,für sterreich geht es heute an die letzte chance sich für die wm 2022 zu qualifizieren marcel sieht wales stärker an sein tipp geht dennoch nicht auf sieg,neutral
5605,lieber thomas müller ich schätze dich ja eigentlich als einen klugen kerl ein aber diese aussage war ein totaler griff ins klo,positive
5606,gibt wenige veranstaltungen auf die man sich so freut wie eine wm in einem wüstenstaat kurz vor weihnachten,positive
5607,tolle aktion und auch von uns alles gute zum geburtstag an herrn infantino und viel spaß beim lesen,positive
5608,bitte versuchen sie in zukunft nur noch in mikrofone zu sprechen nachdem ihnen vorher jemand mit verstand aufgeschrieben hat was sie sagen sollen,positive
5609,du wirst es sehen leider viel zuviele die tv anstalten werden wieder rekord einschaltquoten haben und es wird auch wieder rekord werbeeinnahmen geben,neutral
5610,routinier ilkay ist manchmal noch etwas grün hinter den ohren,neutral
5611,star präsenter denn je warum an thomas auch im kein weg vorbei führt,neutral
5612,bisher tat sich portugal für die teilnahme an der schwer für das morgige duell gegen die türkei gelten sie aber als klarer favorit können sich die portugiesen durchsetzen oder gibt es eine wm ohne ronaldo was tippt ihr,positive
5613,ich würde ja eigentlich in lautes gelächter ausbrechen angesichts der meldung wären da nicht unsere fußballfunktionäre,neutral
